"sample","fit","lwr","upr"
6.19439633999999e-05,0.139881564323885,-6.74606270459531,7.02582583324308
6.23258253512591e-05,0.141602847772196,-6.73450930985572,7.01771500540011
6.27100413422311e-05,0.143324131220506,-6.72295688380378,7.00960514624479
6.30966258847127e-05,0.145045414668817,-6.71140543060636,7.00149625994399
6.34855935799603e-05,0.146766698117127,-6.69985495445384,6.9933883506881
6.3876959119242e-05,0.148487981565438,-6.68830545956029,6.98528142269117
6.4270737284392e-05,0.150209265013749,-6.67675695016363,6.97717548019112
6.46669429483693e-05,0.151930548462059,-6.66520943052575,6.96907052744987
6.50655910758189e-05,0.15365183191037,-6.65366290493278,6.96096656875352
6.54666967236381e-05,0.155373115358681,-6.64211737769513,6.95286360841249
6.58702750415436e-05,0.157094398806991,-6.63057285314779,6.94476165076177
6.62763412726454e-05,0.158815682255302,-6.61902933565038,6.93666070016099
6.66849107540209e-05,0.160536965703612,-6.60748682958743,6.92856076099465
6.70959989172958e-05,0.162258249151923,-6.59594533936846,6.9204618376723
6.75096212892255e-05,0.163979532600233,-6.58440486942823,6.91236393462869
6.79257934922826e-05,0.165700816048544,-6.57286542422687,6.90426705632396
6.83445312452463e-05,0.167422099496854,-6.56132700825008,6.89617120724379
6.87658503637967e-05,0.169143382945165,-6.54978962600932,6.88807639189965
6.91897667611111e-05,0.170864666393475,-6.53825328204195,6.8799826148289
6.96162964484667e-05,0.172585949841786,-6.52671798091145,6.87188988059502
7.00454555358434e-05,0.174307233290097,-6.5151837272076,6.86379819378779
7.0477260232534e-05,0.176028516738408,-6.50365052554665,6.85570755902347
7.09117268477553e-05,0.177749800186718,-6.49211838057153,6.84761798094497
7.13488717912646e-05,0.179471083635029,-6.48058729695201,6.83952946422207
7.17887115739794e-05,0.181192367083339,-6.46905727938492,6.8314420135516
7.22312628086009e-05,0.18291365053165,-6.45752833259432,6.82335563365762
7.26765422102414e-05,0.18463493397996,-6.44600046133172,6.81527032929164
7.31245665970564e-05,0.186356217428271,-6.43447367037622,6.80718610523276
7.35753528908783e-05,0.188077500876581,-6.4229479645348,6.79910296628796
7.40289181178571e-05,0.189798784324892,-6.41142334864241,6.7910209172922
7.44852794091025e-05,0.191520067773203,-6.39989982756227,6.78293996310868
7.49444540013315e-05,0.193241351221514,-6.388377406186,6.77486010862903
7.54064592375188e-05,0.194962634669824,-6.37685608943387,6.76678135877351
7.58713125675526e-05,0.196683918118135,-6.36533588225495,6.75870371849122
7.63390315488929e-05,0.198405201566445,-6.35381678962741,6.75062719276029
7.68096338472356e-05,0.200126485014756,-6.34229881655861,6.74255178658812
7.72831372371785e-05,0.201847768463066,-6.33078196808543,6.73447750501156
7.7759559602894e-05,0.203569051911377,-6.31926624927438,6.72640435309714
7.82389189388031e-05,0.205290335359687,-6.30775166522191,6.71833233594128
7.87212333502568e-05,0.207011618807998,-6.29623822105452,6.71026145867051
7.92065210542181e-05,0.208732902256308,-6.28472592192908,6.7021917264417
7.96948003799516e-05,0.210454185704619,-6.27321477303298,6.69412314444222
8.01860897697146e-05,0.21217546915293,-6.26170477958439,6.68605571789025
8.06804077794548e-05,0.213896752601241,-6.25019594683246,6.67798945203494
8.11777730795098e-05,0.215618036049551,-6.23868828005756,6.66992435215666
8.16782044553138e-05,0.217339319497861,-6.22718178457151,6.66186042356723
8.21817208081057e-05,0.219060602946172,-6.21567646571779,6.65379767161013
8.26883411556441e-05,0.220781886394483,-6.20417232887179,6.64573610166076
8.31980846329249e-05,0.222503169842793,-6.19266937944105,6.63767571912663
8.37109704929045e-05,0.224224453291104,-6.18116762286545,6.62961652944766
8.42270181072263e-05,0.225945736739414,-6.16966706461752,6.62155853809634
8.47462469669535e-05,0.227667020187725,-6.1581677102026,6.61350175057806
8.52686766833039e-05,0.229388303636036,-6.14666956515917,6.60544617243124
8.5794326988392e-05,0.231109587084346,-6.135172635059,6.59739180922769
8.63232177359728e-05,0.232830870532656,-6.12367692550747,6.58933866657278
8.68553689021933e-05,0.234552153980967,-6.11218244214376,6.58128675010569
8.73908005863453e-05,0.236273437429278,-6.10068919064116,6.57323606549971
8.79295330116264e-05,0.237994720877589,-6.08919717670726,6.56518661846244
8.84715865259018e-05,0.239716004325899,-6.07770640608428,6.55713841473607
8.90169816024747e-05,0.24143728777421,-6.06621688454923,6.54909146009765
8.95657388408582e-05,0.24315857122252,-6.05472861791425,6.54104576035929
9.01178789675543e-05,0.244879854670831,-6.04324161202684,6.5330013213685
9.0673422836836e-05,0.246601138119141,-6.03175587277011,6.5249581490084
9.12323914315356e-05,0.248322421567452,-6.02027140606309,6.51691624919799
9.17948058638364e-05,0.250043705015762,-6.00878821786093,6.50887562789246
9.23606873760714e-05,0.251764988464073,-5.99730631415524,6.50083629108339
9.2930057341524e-05,0.253486271912383,-5.98582570097433,6.49279824479909
9.35029372652368e-05,0.255207555360694,-5.97434638438345,6.48476149510484
9.40793487848227e-05,0.256928838809005,-5.96286837048515,6.47672604810316
9.46593136712825e-05,0.258650122257316,-5.95139166541949,6.46869190993413
9.52428538298277e-05,0.260371405705626,-5.93991627536436,6.46065908677562
9.58299913007076e-05,0.262092689153937,-5.92844220653574,6.45262758484361
9.64207482600409e-05,0.263813972602247,-5.91696946518798,6.44459741039248
9.70151470206542e-05,0.265535256050558,-5.90549805761416,6.43656856971528
9.76132100329251e-05,0.267256539498869,-5.89402799014629,6.42854106914402
9.82149598856288e-05,0.268977822947179,-5.88255926915565,6.42051491505001
9.88204193067927e-05,0.27069910639549,-5.8710919010531,6.41249011384408
